b_Regneville,Regnéville
b_bistam,Bístám
b_bistrita_neamt,Bistrita
b_bistritaseverin,Bistrita
b_bitburg,Bitburg
b_bitlis,Baghesh
b_bitola,Bitola
b_bitov,Bitov
b_bitsch,Bitsch
b_bitterfeld,Bitterfeld
b_biyar,Biyár
b_bizerte,Banzart
b_bizunasyria,Bizuna
b_bizye,Bizye
b_bjarkoey,Bjarkey
b_bjelaj,Bilaj
b_bjerkestrand,Birkistrond
b_bjni,Bjni
b_blachernae,Blachérnai
b_blackburn,Blackburn
b_blagaj,Blagaj
b_blagaj_japra,Blagajgrad
b_blair_atholl,Blair Atholl
b_blamont,Blâmont
b_blanchegarde,Blanche Garde
b_blankenburg,Blankenburg
b_blankenheim,Blankenheim
b_blato,Blato
b_blida,Mitíja
b_blieskastel,Bliskastel
b_blindheim,Blindheimr
b_blonay,Blonay
b_bobbio,Bobbio
b_boblingen,Boblingen
b_bobovac,Bobovac
b_bobruisk,Bobrujsk
b_bochnia,Bochnia
b_bochorma,Bochorma
b_bodbe,Bodbe
b_bodiam,Bodiam
b_bodmin,Bodmin
b_bodrog,Bodrogvár
b_boe,Bœr
b_boelare,Boelare
b_boerglum,Burlun
b_bogen,Bogen
b_boghrut,Boghrut
b_bogolyubovo,Bogoljubovo
b_bogorodsk,Bogorodichnoye
b_bogos,Bogos
b_bohus,Bagahus
b_bohuslav,Boguslav
b_boiano,Boiano
b_boizenburg,Boizenburg
b_bokelnburg,Bökelnburg
b_bol_brac,Bol
b_bolanden,Bolanden
b_boldog,Boldog
b_boleslav,Boleslav
b_bolingbroke,Bolingbroke
b_bolkhov,Bolkhov
b_bollerup,Bullathorp
b_bolnisi,Bolnisi
b_bologna,Bologna
b_bologoye,Bologoye
b_bolsover,Bolsover
b_bolsward,Bolsward
b_boltanya,Boltaña
b_bolton,Bolton
b_bolvansky,Kukarka
b_bolzano,Bolzano
b_bomporto,Bomporto
b_bondu,Bondu
b_bonifacio,Bonifacio
b_bonilla,Bonilla
b_bonin,Bonin
b_bonmoutier,Bonmoutier
b_bonnac,Bonac
b_bonnevaux,Bonnevaux
b_bopfingen,Bopfingen
b_boppard,Boppard
b_borac,Borac
b_borau,Borau
b_borba,Borba
b_borculo,Borculo
b_bordj,Bordj
b_borgarnes,Digranes
b_borgarvirki,Borgarvirki
b_borgeby,Borbi
b_borgovalsugana,Borgovalsugana
b_borgund,Borgund
b_borisgolebov,Borisgolebov
b_borisobgleskij,Borisobgleskiy
b_borisow,Borisov
b_borja,Borja
b_bornais,Bornais
b_bornem,Bornem
b_bornhoved,Bornhöved
b_bornu,Bornu
b_borovichi,Borovichi
b_borovsk,Borovsk
b_borriana,Borriana
b_borsodvar,Borsodvár
b_borsovahungary,Borsova
b_borth,Borth
b_borzesti,Borzebti
b_borzna,Borzna
b_bosa,Bosa
b_bosanska_krupa,Krupa
b_bosanski_petrovac,Pset
b_bosco,Bosco
b_boskovice,Boskovice
b_boslawiec,Boslawiec
b_bossiney,Bossiney
b_boston,Boston
b_bothwell,Bothwell
b_botosanimoldavia,Botosani
b_bou_noura,Bú Núra
b_bouda,Bouda
b_boudnib,Dboundib
b_boudounitza,Bodonitza
b_bouillon,Bouillon
b_boure,Bure
b_bourem,Bourem
b_bourg,Bourg
b_bourgas,Pyrgos
b_bourgmoyen,Bourgmoyen
b_bourmont,Bourmont
b_bourmont_mousson,Bourmont
b_bourn,Bourn
b_bourscheid,Bourscheid
b_bourzeycastle,Berzieh
b_bousaada,Bú Sa'íd
b_boutron,Botron
b_bouvignes_sur_meuse,Bouvignes sur Meuse
b_bouzonville,Bouzonville
b_bouzov,Bouzov
b_bowes,Bowes
b_boyle,Boyle
b_boyneburg,Boyneburg
b_bozjakovina,Božjakovina
b_braaklem,Braaklem
b_bracciano,Bracciano
b_brackley,Brackley
b_braclav,Braclav
b_bradwell,Bradwell
b_braga,Braga
b_braganza,Bragança
b_brahehus,Brahehus
b_brahelinna,Braheslott
b_brahin,Bragin
b_braila,Braila
b_bramber,Bramber
b_bramton,Bramton
b_brandenburg,Brandenburg
b_branicevo,Branicevo
b_bransk,Bransk
b_braslaw,Braslav
b_brasso,Brassó
b_bratsberg,Bratsberg
b_braunlingen,Bräunlingen
b_braunsberg,Braunsberg
b_braunschweig,Braunschweig
b_brauweiler,Brauweiler
b_brecey,Brécey
b_breclav,Breclav
b_breda,Breda
b_brederode,Brederode
b_bregenz,Bregenz
b_brehna,Brehna
b_breitenau,Breitenau
b_bremen,Bremen
b_brenna,Brenna
b_brescia,Brescia
b_bressieux,Bressieux
b_brest,Brest
b_breteuil,Breteuil
b_brethaestath,Brethaestath
b_brevnov,Brevnov
b_breznik,Breznik
b_brezolles,Brezolles
b_briancon,Briançon
b_bribir,Bribir
b_bricquebec,Brichebot
b_bridgewater,Bridgewater
b_bridgnorth,Bridgnorth
b_bridlington,Bridlington
b_brienne,Brienne
b_briey,Briey
b_brignoles,Brignoles
b_brihuega,Brihuega
b_brindisi,Brindisi
b_brinje,Brinje
b_brioude,Brioude
b_briouze,Braiosa
b_brissac,Briçac
b_bristol,Bristol
b_brixen,Brixen
b_brjahimov,Ibrahim
b_brno,Brno
b_brockenhurst,Brockenhurst
b_brod,Brod
b_brodno,Bródno
b_brody,Borody
b_brokdorf,Brockdorf
b_brolo,Brolo
b_bromsgrove,Bromsgrove
b_bron,Bron
b_bronchales,Bronchales
b_bronckhorst,Bronckhorst
b_brough,Brough
b_brougham,Brougham
b_broumovkladsko,Broumov
b_brskovo,Brskovo
b_brstanik,Brstanik
b_bruchhausen,Bruchhausen
b_bruck,Bruck
b_bruck_an_der_drava,Brück an der Drava
b_brugge,Brugge
b_brunflo,Hagnastadha
b_bruntal,Bruntal
b_brusque,Brusca
b_brussel,Brüssel
b_brusy,Brusy
b_bruton,Bruton
b_bryansk,Bryansk
b_brysis,Brysis
b_brzeg_slaski,Brzeg
b_brzesc,Brzesc
b_brzesko,Brzesko
b_bteghrine,Bteghrine
b_buccheri,Buccheri
b_buchburg,Buchburg
b_buchegg,Buchegg
b_bucken,Bücken
b_buckfast,Buckfast
b_buckingham,Buckingham
b_buckow,Buckow
b_bucov,Bucov
b_bucu,Bucu
b_bucuresti,Bucuresti
b_buda,Buda
b_budingen,Budingen
b_budslau,Budslav
b_budva,Budva
b_budweis,Budweis
b_buellt,Buellt
b_bueren,Bueren
b_buffavento,Boufavento
b_bugena,Bugena
b_buinsk,Bua
b_buissera,Bussara
b_buitrago,Buitrago
b_bukhara,Bukhárá
b_bukistsikhe,Bukistsikhe
b_bulaina,Bulainá
b_bulgar,Bolghar
b_bulgarophygon,Bulgaróphygon
b_bulle,Bulle
b_buna,Búna
b_bunabid,Bunábid
b_bungay,Bungay
b_bunjiket,Búnjiket
b_buonalbergo,Buonalbergo
b_bura,Bura
b_burdj,Burj
b_buren,Buren
b_burg,Burg
b_burgau,Burgau
b_burgos,Burgos
b_burriana,Burriana
b_burton_upon_trent,Burton
b_burujerd,Borújerd
b_burullus,Burullus
b_burwell,Burwell
b_bury_st_edmunds,St. Edmundsbury
b_busca,Busca
b_busir,Búsír
b_busk,Buzsk
b_busra,Busra
b_busseto,Busseto
b_bust,Bust
b_butanya,Butayna
b_butera,Butera
b_butij,Bútíj
b_butrint,Bouthroton
b_butzow,Bützow
b_buxtehude,Buxtehude
b_buy,Vui
b_buyanksk,Shura
b_buzaa,Buza'a
b_buzancy,Buzancy
b_buzau,Buzau
b_buzet,Pinguente
b_buzgan,Búzgán
b_buzim,Bužim
b_buzuluk,Buzulukskaya
b_bychaw,Byhov
b_bydoszcz,Bydoszcz
b_bytom,Bytom
b_bzyb,Bzyb
b_cabaret,Cabaret
b_caboga,Caboga
b_cabra,Cabra
b_cabras,Cabras
b_cabrera,Cabrera
b_caccamo,Caccamo
b_caceres,Cáceres
b_cacersk,Cecersk
b_cadaval,Cadaval
b_cadiz,Cádiz
b_cadolzburg,Cadolzburg
b_cadzow,Cadzow
b_caer_gybi,Caer Gybi
b_caerfyrddin,Caerfyrddin
b_caerlaverock,Caerlaverock
b_caerleon,Caerleon
b_caernarfon,Caernarfon
b_caerphilly,Caerphilly
b_caersws,Caersws
b_caerwent,Caerwent
b_cafarlet,Cafarlet
b_cagli,Cagli
b_cagliari,Cagliari
b_cahagnes,Chaiines
b_caiazzo,Caiazzo
b_cairo,al-Qáhira
b_cairon,Karon
b_calafat,Calafat
b_calahorra,Calahorra
b_calamocha,Calamocha
b_calanda,Calanda
b_calansue,Calansue
b_calarasi,Calarasi
b_calatayud,Calatayud
b_calatrava,Calatrava
b_caleno,Caleno
b_calmarza,Calmarza
b_calomarde,Calomarde
b_caloypede,Caloypede
b_caltabelotta,Caltabelotta
b_caltagirone,Caltagirone
b_caltanisetta,Caltanisetta
b_calvi,Calvi
b_calw,Calw
b_camarassa,Camarassa
b_cambrai,Cambrai
b_cambre,Cambre
b_cambridge,Cambridge
b_cameniswika,Cameniswika
b_camerino,Camerino
b_camerota,Camerota
b_camisano,Camisano
b_campiglia,Campiglia
b_campina,Câmpina
b_campo_maior,Campo Maior
b_campobasso,Campobasso
b_camposampiero,Camposampiero
b_camps,Camps
b_campulung,Câmpulung
b_camrose,Camrose
b_cancale,Konkaven
b_candelaria,Candelaria
b_canfranc,Canfranc
b_cangasdeonis,Cangas de Onís
b_canosa,Canosa
b_canossa,Canossa
b_cantanhede,Cantanhede
b_canterbury,Canterbury
b_cantiano,Cantiano
b_cantor,Cantor
b_caorle,Caorle
b_capaccio,Capaccio
b_capcir,Capcir
b_capodimonte,Capodimonte
b_cappenberg,Cappenberg
b_capriana_moldova,Capriana
b_capua,Capua
b_cara_korcula,Cara
b_caracuel,Caracuel
b_carbanum,Carbanum
b_carbonara,Carbonara
b_carcassonne_cite,Carcassonna
b_carcassonne_villebasse,Carcassonna
b_carcastillo,Carcastillo
b_cardakcastle,Çardak
b_cardiff,Cardiff
b_cardinham,Cardinham
b_cardona,Cardona
b_carhaix,Carhaix
b_carignano,Carignano
b_carisbrooke,Carisbrooke
b_carlat,Carlat
b_carlisle,Carlisle
b_carmagola,Carmagola
b_carmona,Carmona
b_carnew,Carnew
b_carpegna,Carpegna
b_carpentras,Carpentras
b_carracedo,Carracedo
b_carrara_carraraesi,Carrara
b_carrara_ligure,Carrara di Lunigiana
b_carretto,Carreetto
b_carrickonshannon,Carrick-on-Shannon
b_carrion,Carrión
b_carrouges,Carrouges
b_carsoli,Carsoli
b_cartagena,Cartagena
b_cartaghe,Carthage
b_cartmel,Cartmel
b_casale,Casale
b_casalimbert,Casal Humberti
b_casaloldo,Casaloldo
b_casares,Casares
b_cascais,Cascais
b_cascante,Cascante
b_caserta,Caserta
b_caslav,Caslav
b_caspe,Caspe
b_cassel,Cassel
b_casseneuil,Casseneuil
b_cassina_aliprandi,Cassina
b_castagnac,Castanhac
b_castalla,Castalla
b_castanyeda,Castañeda
b_castel_del_rio,Castel del Rio
b_castelbarco,Castelbarco
b_castell,Castell
b_castellane,Castellane
b_castellciutat,Castellciutat
b_castellina_in_chianti,Castellina
b_castellodempuries,Castelló D'Empúries
b_castellon,Castellón
b_castellrossello,Castell Rosselló
b_castellumregis,Castellum Regis
b_castelnau,Castèlnau
b_castelnaudary,Castèlnòu d'Arri
b_castelnaudeguers,Guèrs
b_castelo_de_vide,Castelo de Vide
b_castelobranco,Castelo Branco
b_castelomelhor,Castelo Melhor
b_castelorodrigo,Castelo Rodrigo
b_castelsantangelo,Castel Sant'Angelo
b_castle_acre,Castle Acre
b_castle_barnard,Gainford
b_castle_cary,Cary
b_castle_donington,Donington
b_castle_rising,Castle Rising
b_castlebar,Castlebar
b_castlethorpe,Castlethorpe
b_castleton,Castleton
b_castres,Castrés
b_castro_daire,Castro Daire
b_castrocaro,Castrocaro
b_castrogiovanni,Castrogiovanni
b_castrojeriz,Castrojeriz
b_castromarim,Castro Marim
b_castrourdiales,Castro Urdiales
b_castroverde,Castro Verde
b_castrulcopaceni,Castrul Copaceni
b_caszma,Caszma
b_catania,Catania
b_catanzaro,Catanzaro
b_caudete,Caudete
b_causeni,Causeni
b_cavaillon,Cavaillon
b_cavea,Cavea
b_cavedesueth,Cave de Sueth
b_cavtat,Cavtat
b_cawdor,Cawdor
b_caylus,Cailutz
b_caymont,Caymont
b_cayor,Cayor
b_ceatea_craciuna,Crâciuna
b_ceccano,Ceccano
b_cefalu,Cefalu
b_cegled,Cegléd
b_celano,Celano
b_celje,Cilli
b_celldomolk,Celldömölk
b_celle,Celle
b_cellesauverghne,Celles
b_celorico_da_beira,Celorico da Beira
b_cerea,Cerea
b_cernauti,Cern
b_cernik_pozega,Cernik
b_certaldo,Certaldo
b_cerva,Cerva
b_cervera,Cervera
b_cervia,Cervia
b_cesena,Cesena
b_cesis,Wenden
b_cetaealba,Cetatea Alba
b_cetateaneamt,Cetatea Neamt
b_cetguili,Cetguili
b_cetin,Cetin
b_cetinje,Cetina
b_ceva,Ceva
b_ceylanpinar,Ceylanpinar
b_chablis,Chablis
b_chacenay,Chacenay
b_chaghaniyan,Chaghóniyón
b_chagny,Chagny
b_chalancon,Chalancon
b_chalandritza,Khalandritsa
b_chalindrey,Chalindrey
b_chalkedon,Chalkedon
b_chalkis,Euripos
b_challantaosta,Challant
b_chalons,Châlons
b_chalovsk,Vasilyeva
b_chalus,Chasluç
b_chalus_ruyan,Chalus
b_cham,Cham
b_chamaret,Chamaret
b_champagny,Champagny
b_chandieu,Chandieu
b_chaource,Chaource
b_charchi,Charchi
b_charenton,Charenton
b_charenza,Charenza
b_chariopolis,Kharioupolis
b_charlbury,Charlbury
b_charmangan,Charmangán
b_charpete,Kharpert
b_chartley,Chartley
b_chastelet,Chastelet
b_chastelrouge,Chastel Rouge
b_chateaubriant,Châteaubriant
b_chateaudaguilar,Aguilar
b_chateaudebeucaire,Bèucaire
b_chateaudebudos,Budòs
b_chateaudeclermont,Chateau de Clermont
b_chateaudecrest,Crest
b_chateaudecurton,Curton
b_chateaudefallavier,Fallavier
b_chateaudequeribus,Querbús
b_chateaudesadhemar,Castèu de Adhémar
b_chateaudeseix,Sèish
b_chateaudestourelles,Château des Tourelles
b_chateaudetermes,Tèrme
b_chateaudevirieu,Virieu
b_chateaudopme,Castèu d'Opme
b_chateaugaillard,Château Gaillard
b_chateaulandon,Château-Landon
b_chateaumirabat,Castèu de Mirabat
b_chateaunolibos,Nolivòls
b_chateausurepte,Château-sur-Epte
b_chateauthierry,Château-Thierry
b_chatelaillon,Castrym Allionis
b_chatelaudren,Châtelaudren
b_chatelet,Chatelet
b_chatenois,Chatenois
b_chateudeportes,Portes
b_chatillon,Châtillon
b_chatteris,Chatteris
b_chaumont,Chaumont
b_chaves,Chaves
b_cheb,Cheb
b_chebba,Ash-Shabbáh
b_cheboksary,Cheboksar
b_chella,Shalla
b_chelmno,Chelmno
b_chelsea,Chelsea
b_cheltenham,Cheltenham
b_chemnitz,Chemnitz
b_cherdyn,Cherdín
b_cheren,Cheren
b_cherepovets,Cherepovets
b_cherkassk,Cherkassk
b_cherkassy,Cherkassy
b_cherlieu,Cherlieu
b_chernigov,Chernigov
b_chernobel,Chernobyl'
b_chersonissos,Chersonissos
b_chertsey,Chertsey
b_cherven,Cetvertnja
b_cherven_bulgaria,Cherven
b_chervenbelzskij,Cerven
b_chervyen,Cerven
b_chester,Chester
b_chester-le-street,Chester-le-Street
b_chesterfield,Chesterfield
b_chevreuse,Chevreuse
b_chiari,Chiari
b_chiaromonte,Chiaromonte
b_chiavenna,Chiavenna
b_chichester,Chichester
b_chieri,Chieri
b_chieti,Chieti
b_chigil,Chigil
b_chilham,Chilham
b_chilia,Kellia
b_chimay,Chimay
b_chinguitti,Chinguitti
b_chiny,Chiny
b_chioggia,Chioggia
b_chios,Chios
b_chipping_norton,Chipping Norton
b_chiprana,Chiprana
b_chisinau,Chisinau
b_chistibanka,Albat
b_chitral,Chitrál
b_chiusi,Chiusi
b_chiva,Chiva
b_chivari,Chivari
b_chiyah,Chiyah
b_chocimsk,Zaroy
b_chojnice,Chojnice
b_chonai,Khonai
b_chosomachon,Cmškacag
b_choueir,Choueir
b_chounavia,Chounavia
b_chozanon,Xozat
b_christchurch,Christchurch
b_chrudim,Chrudim
b_chrysopolis,Chrysopolis
b_chufut_kale,Qirq-Yer
b_chuhuiv,Chuguyev
b_chukholma,Chukholma
b_chur,Chur
b_churchofthetithes,Desyatinnaya Tserkov'
b_chyhyryn,Chigirin
b_chytroi,Chytroi
b_ciamberi,Ciamberi
b_ciechanow,Ciechanów
b_cieszyn,Cieszyn
b_cille_pheadair,Cille Pheadair
b_cimballa,Cimballa
b_cinarca,Cinarca
b_ciney,Ciney
b_cirencester,Cirencester
b_cismar,Cismar
b_cissa_pag,Cissa
b_cistierna,Cistierna
b_citadelofdamascus,Qal'at Dimašq
b_citadelofhoms,Qal'at al-Hims
b_citadeloftripoli,Qal'at Tarablos
b_citdaelofsaintgilles,Château de Saint-Gilles
b_citeaux,Cîteaux
b_citharizion,Kitharizon
b_citta_di_castello,Citta di Castello
b_cittadella,Cittadella
b_ciudadrodrigo,Ciudad Rodrigo
b_ciutadella,Ciutadella
b_cividale,Cividale
b_civita_castellana,Civita Castellana
b_civitate,Civitate
b_civitavecchia,Civitavecchia
b_clairfontaine_arlon,Clairfonatine
b_clairmont,Clairmont
b_clairvaux,Clairvaux
b_clare,Clare
b_clarecastle,Clarecaslte
b_clarendon,Claredon
b_clavesana,Clavesana
b_clecy,Clécy
b_clerf,Clerf
b_clermont,Clermont
b_clermont_en_argonne,Clermont-en-Argonne
b_clifford,Clifford
b_clisson,Clisson
b_clitheroe,Clitheroe
b_clontarf,Clontarf
b_cloppenburg,Cloppenburg
b_cloughoughter,Cloughoughter
b_clun,Clun
b_clunie,Clunie
b_clusone,Clusone
b_clyaosta,Cly
b_coblenz,Coblenz
b_cochem,Cochem
b_cock,Cocsk
b_cockermouth,Cockermouth
b_codnor,Codnor
b_coesfeld,Coesfeld
b_coevorden,Coevorden
b_coimbra,Coimbra
b_colberg,Colberg
b_colchester,Colchester
b_coldingham,Coldingham
b_colditz,Colditz
b_coligny,Coligny
b_collalto,Collalto
b_collesano,Collesano
b_colombier,Colombier
b_colonsay,Colonsay
b_colosseo,Colosseo
b_comacchio,Comacchio
b_comana,Comana
b_comborn,Combòrn
b_combourgbrittany,Komborn
b_commercy,Commercy
b_como,Como
b_compiegne,Compiègne
b_conchesenouches,Conches-en-Ouches
b_concordia,Concordia
b_conde,Conde
b_condeixa,Condeixa
b_conisbrough,Conisbrough
b_constantia,Konstanta
b_constantine,Qustantína
b_constantinople,Konstantinoupolis
b_consuegra,Consuegra
b_conversano,Conversano
b_cooling,Cooling
b_copenick,Cöpenick
b_copertino,Copertino
b_corabia,Corabia
b_corby,Corby
b_cordoba,Córdoba
b_corfe,Corfe
b_corfu,Kérkyra
b_corgiliano,Corgiliano
b_coria,Coria
b_corice,Corice
b_corinth,Korinthos
b_corlay,Corlay
b_cormons,Cormons
b_coron,Korone
b_correggio,Correggio
b_cortemilia,Cortemilia
b_cortenouva,Cortenouva
b_cortona,Cortona
b_coruche,Coruche
b_corunya,Coruña
b_corvaia,Corvaia
b_corvey,Corvey
b_corycus,Korykos
b_cosenza,Cosenza
b_cossany,Cossany
b_cotignola,Cotignola
b_cotmeana,Cotmeana
b_cottbus,Cottbus
b_cottingham,Cottingham
b_coudeberg,Coudeberg
b_courcy,Courcy
b_courtenay,Courtenay
b_coventry,Coventry
b_covilha,Covilha
b_coyanza,Coyanza
b_cozia,Cozia
b_craiova,Craicova
b_cranz,Cranzkuhren
b_crato,Crato
b_crecyenponthieu,Crécy
b_crediton,Crediton
b_creil,Creil
b_creissels,Creissèls
b_crema,Crema
b_cremona,Cremona
b_cres,Cres
b_crescentino,Crescentino
b_creully,Creull
b_crevecoeur,Crevecoeur
b_crieff,Crieff
b_crivitz,Crivitz
b_cromer,Cromer
b_croom,Croom
b_crossraguel,Crossraguel
b_crotone,Crotone
b_crowland,Croyland
b_croydon,Croydon
b_crug_eryr,Crug Eryr
b_crug_hywel,Crug Hywel
b_cruzycastle,Crusi
b_csaba,Békéscsaba
b_csakany,Csákány
b_csanad,Csanád
b_csesznek,Csesznek
b_csobanc,Csobánc
b_csongrad,Csongrád
b_csorna,Csorna
b_csurgo,Csurgó
b_csurtotokhely,Csürtörtökhely
b_cuartdepoblet,Cuart de Poblet
b_cucevo,Cucevo
b_cuellar,Cuéllar
b_cuenca,Cuenca
b_cueno,Cueno
b_cueta,Sebta
b_cuijck,Cuijck
b_cuixa,Cuixa
b_cukataw,Cükätaw
b_cunio,Cunio
b_cupar,Cupar
b_cuprija_ravno,Ravno
b_curteadearges,Curtea de Arges
b_cynwyd,Cynwyd
b_cysoing,Cysoing
b_czersk,Czersk
b_czestochowa,Czestochowa
b_da_mare,da Mare
b_dabie,Dabie
b_dabrowno,Dabrówno
b_dabusiya,Dabúsiya
b_dachau,Dachau
b_dacre,Dacre
b_dadybra,Dadybra
b_dagana,Dagana
b_dagsburg,Dagsburg
b_dahlak,Dahlak
b_dahme,Dahme
b_dai,Daí
b_daima,Daima
b_daingean,Daingean
b_dakharraqan,Dakharraqan
b_dakhila,Al-Dákhila
b_dakovo,Dakovo
b_dal,Dal
b_dala,Dala
b_dalas,Dalás
b_dalby,Dapræ
b_dalhem,Dalhem
b_daligumbe,Dali Gumbe
b_damalas,Damalas
b_damanhur,Damanhúr
b_damascus,Dimašq
b_damavand,Damavand
b_damghan,Dámghán
b_damietta,Dimyát
b_dammarieleslys,Dammarie
b_dandankan,Dandánkán
b_dandara,Dandará
b_danigean,Danigean
b_danilov,Danilov
b_danilovmonestary,Svyato-Danilov
b_danj,Danj
b_dankov,Dubok
b_danlauenburg,Lauenburg
b_dannenberg,Dannenberg
b_daphnousia,Daphnousia
b_daqahla,Daqahla
b_dar-i-tubbat,Dar-i Tubbat
b_dara,Dara
b_daraa,Adra'at
b_darabad,Darband
b_darabjird,Dárábjírd
b_daradj,Daradj
b_darayya,Da'iyyah
b_darbsak,Trapesac
b_darda,Dárda
b_darfarid,Darfárid
b_darghan,Darghán
b_dargunabbey,Dargun
b_darguzin,Darguzín
b_darial,Dairani
b_darin,Daryn
b_darkan,Darkán
b_darley,Darley
b_darlington,Darlington
b_darlowo,Rügenwalde
b_darmstadt,Darmstadt
b_daroca,Daroca
b_daroynk,Daroynk
b_daroynk_erzurum,Daroynk
b_dartmouth,Dartmouth
b_darum,Darom
b_darzangi,Dárzangí
b_daskara,Daskara
b_dassel,Dassel
b_daugavpils,Dünaburg
b_daura,Daura
b_dawasir,Dawasir
b_dawraq,Dawraq
b_dawraqistan,Dawraqistán
b_dax,Dax
b_dazimon,Dazimon
b_de_gundula,De Gundula
b_de_guzzei,De Guzzei
b_debar,Debar
b_debarq,Debarq
b_debarwa,Debarwa
b_debdou,Dubdú
b_debeira,Debeira
b_debelt,Debelt
b_debno,Debno
b_debrc,Debrc
b_debreberhan,Debre Berhan
b_debredamo,Debre Damo
b_debrelibanos,Debre Libanos
b_debremarqos,Debre Marqos
b_dedilovo,Dedoslavl
b_dedyakov,Dzauji-Qäu
b_deganwy,Deganwy
b_degenberg,Degenberg
b_deggendorf,Deggendorf
b_deguma,Deguma
b_deinze,Deinze
b_deirelahmar,Deir El Ahmar
b_del_trebbio,Del Trebbio
b_delgo,Delgo
b_delmenhorst,Delmenhorst
b_deltuva,Deltuva
b_demetrias,Demetrias
b_demidov,Porec'e
b_demjanskkholmsky,Demjansk
b_demmin,Demmin
b_demnat,Damnát
b_dendermonde,Dendermonde
b_denia,Denia
b_depenau,Depenau
b_deralebanon,Dera
b_derary,Derary
b_derbe,Derbe
b_derby,Derby
b_derna,Derna
b_derzene,Derjan
b_desvar,Dés
b_desvres,Desvres
b_detmold,Detmold
b_deuteron,Deuteron
b_deutz,Deutz
b_devenish,Devenish
b_deventer,Deventer
b_deveny,Dévény
b_devizes,Devizes
b_dhaya,Dhaya
b_dhuy,Dhuy
b_dia,Dia
b_diafunu,Diafunu
b_diaka,Diaka
b_diakha,Diakha
b_diara,Diara
b_didymoteichon,Didymóteikhon
b_die,Die
b_diepholz,Diepholz
b_dierdorf,Dierdorf
b_diest,Diest
b_diez,Diez
b_digne,Digne
b_digoine,Digoin
b_dihistan,Dihistan
b_dihistan-ganj,Dihistán-Ganj
b_dijon,Dijon
b_dikhil,Dikhil
b_dillaim,Dillaim
b_dillingen,Dillingen
b_dinan,Dinan
b_dinant,Dinant
b_dinas_bran,Abermagwr
b_dinbych,Dinbych
b_dinefwr,Dinefwr
b_dingwall,Dingwall
b_dinjga,Diganes
b_dinkelsbuhl,Dinkelsbühl
b_dioboro,Dioboro
b_dioclea,Duklja
b_dioetvalquieres,Dian
b_dion,Dion
b_diriyyah,Dir'iyya
b_dirku,Dirku
b_disentis,Disentis
b_divitz,Divitz
b_diza,Diza
b_dizak,Dizak
b_dizak_ustrushana,Dízak
b_dizbad,Dizbád
b_djado,Djado
b_djadojafran,Djado
b_djalk,Jalk
b_djanet,Djanet
b_djardjin,Jarjín
b_djarhum,Jarhum
b_djarin,Djarin
b_djarma,Djarma
b_djarmaq,Jarmaq
b_djebel-fidda,Jebel Fidda
b_djebel_barka,Jebel Barka
b_djelfa,Djelfa
b_djenne,Djenne
b_djerba,Jarba
b_djimi,Djimi
b_djimla,Djimla
b_djiruft,Jírúft
b_djiza,Jíza
b_djolof,Djolof
b_djur,Júr
b_djuvayn,Juvayn
b_djuyum,Juyúm
b_djvari,Jvari
b_dmanisi,Dmanisi
b_dmitrov,Dmitrov
b_do,Do
b_dobele,Doblen
b_doberan,Doberan
b_dobojgrad,Doboj
b_doboka,Doboka
b_dobrilugk,Dobrilugk
b_dobrinj,Dobrinj
b_dobrokoz,Döbrököz
b_dobronte,Döbrönte
b_dobrovat,Dobrovat
b_dobrzyn,Dobrzyn
b_doenna,Dønna
b_doernberg,Dörnberg
b_doesburg,Doesburg
b_doetinchem,Doetinchem
b_dognagska,Dognacska
b_dohna,Dohna
b_dokeia,Dokeia
b_dokkum,Dokkum
b_doksany,Doksany
b_dol,Dol
b_dolceacqua,Dolceeacqua
b_dole,Dole
b_dolforwyn,Dolforwyn
b_dolgellau,Dolgellau
b_dolinova,Dolunova
b_doliskana,Doliskana
b_dolyna,Dolina
b_domagosc,Domagosc
b_dombovar,Dombóvár
b_domenikon,Domenikon
b_domitz,Dömitz
b_domokos,Domokos
b_donauworth,Donauwörth
b_doncaster,Doncaster
b_dongelberg,Dongelberg
b_donges,Donges
b_donigallia,Donigallia
b_donjondechambois,Chambois
b_donjonlacataye,Lacataye
b_donnington,Donnington
b_donoratico,Donoratico
b_donzenac,Domzenac
b_doornik,Doornik
b_dorchester,Dorchester
b_dordrecht,Dordrecht
b_dorestad,Dorestad
b_dorking,Dorking
b_dornberg,Dornberg
b_dornoch,Dornoch
b_dorogobuz,Dorogobuz
b_dorogobuzh,Dorogobuz
b_dorohobuzh,Dorogobuž
b_dorohoi,Dorohoi
b_dortmund,Dortmünd
b_dorylaion,Dorylaion
b_doshermanas,Dos Hermanas
b_dosso,Dosso
b_dossow,Dossow
b_dotawo,Dotawo
b_douai,Dowaai
b_doudeauville,Saint-Jean de Dudellivilla
b_doudleby,Doudleby
b_douglas,Douglas
b_doumely,Doumely
b_dovadola,Dovadola
b_dover,Dover
b_dovre,Dofrar
b_dragmark,Marieskog
b_dramburg,Dramburg
b_drammen,Húsabýr
b_dresden,Dresden
b_dreux,Dreux
b_driffield,Driffield
b_driouch,Driouch
b_drissa,Drissa
b_drivast,Drivast
b_drivenik,Drivenik
b_drohiczyn,Dorogicinin
b_drohobych,Drugobec
b_droitwich,Droitwich
b_drosedow,Drosedow
b_druck,Drutsk
b_drumlane,Drumlane
